,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
495,1553040423-4503,https://socialblade.com/youtube/top/5000/mostsubscribed,The Voice,https://socialblade.com/youtube/c/thevoice,The Voice,1209,7196829,1200667516,US,Entertainment,"Jan 5th, 2011",D-,,https://youtube.com/channel/UCpdK1NLHxEUGXc1gq2NxkTw,,https://twitter.com/nbcthevoice,,https://instagram.com/nbcthevoice/,€0 - €0,€0 - €0
496,1553040418-4502,https://socialblade.com/youtube/top/5000/mostsubscribed,LetsGoMartin - Nursery Rhymes,https://socialblade.com/youtube/c/legomartin,LetsGoMartin - Nursery Rhymes,239,7189222,2077833057,HU,Entertainment,"Nov 21st, 2013",A,,https://youtube.com/channel/UCmS8VxPXxv4ToYpw0Yc2PQA,,https://youtube.com/channel/UCmS8VxPXxv4ToYpw0Yc2PQA,,https://plus.google.com/102787311069478512721,€27K - €432.1K,€324.1K - €5.2M
497,1553040414-4501,https://socialblade.com/youtube/top/5000/mostsubscribed,HikakinTV,https://socialblade.com/youtube/c/%e3%83%92%e3%82%ab%e3%82%ad%e3%83%b3tv,HikakinTV,2568,7176791,5705455718,JP,Entertainment,"Jul 19th, 2011",A,,https://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ,,https://twitter.com/hikakin,,https://plus.google.com/104947330994866838871,€18.5K - €296.5K,€222.4K - €3.6M
498,1553040410-4500,https://socialblade.com/youtube/top/5000/mostsubscribed,AvrilLavigneVEVO,https://socialblade.com/youtube/user/avrillavignevevo,AvrilLavigneVEVO,85,7163364,3669539717,US,Music,"Sep 2nd, 2009",B+,,https://youtube.com/channel/UCC6XuDtfec7DxZdUa7ClFBQ,,https://www.instagram.com/avrillavigne,,https://plus.google.com/100987422119246267890,€7.7K - €122.5K,€91.9K - €1.5M
499,1553040406-4499,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ????,https://socialblade.com/youtube/c/troomtroomru,???? ????,818,7158767,2113928175,RU,Howto,"Oct 12th, 2015",A,,https://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og,,https://www.facebook.com/troomtroom.ru,,https://www.instagram.com/troomtroomru/,€22K - €351.4K,€263.5K - €4.2M
500,1553040402-4498,https://socialblade.com/youtube/top/5000/mostsubscribed,Denis,https://socialblade.com/youtube/c/denis-daily,Denis,1890,7152063,2696999301,US,Games,"Mar 10th, 2016",A-,,https://youtube.com/channel/UCOaMOXfe8EWH1GJyhqhXrAA,,https://twitter.com/denisdailyyt,,https://www.instagram.com/denisdailyyt/,€11.5K - €184.1K,€138.1K - €2.2M
501,1553040398-4497,https://socialblade.com/youtube/top/5000/mostsubscribed,Bratayley,https://socialblade.com/youtube/c/brataly,Bratayley,2568,7143514,3588704240,US,People,"Dec 30th, 2010",B,,https://youtube.com/channel/UCnrO0wqhKpMYUt_wSeaIasw,,https://instagram.com/officiallybratayley,,https://plus.google.com/112188228717062697947,€3.1K - €48.8K,€36.6K - €585.9K
502,1553040390-4495,https://socialblade.com/youtube/top/5000/mostsubscribed,Canal Top10,https://socialblade.com/youtube/c/canaltop10s,Canal Top10,250,7136600,766780118,BR,Entertainment,"Jul 27th, 2016",B+,,https://youtube.com/channel/UC9A70zHWT__VE5oWmTg2-xA,,https://www.instagram.com/canaltop10s,,https://plus.google.com/114651885733268609604,€3.1K - €50.4K,€37.8K - €604.7K
503,1553040386-4494,https://socialblade.com/youtube/top/5000/mostsubscribed,DALLMYD,https://socialblade.com/youtube/c/dallmyd,DALLMYD,445,7130830,633801123,US,Sports,"Feb 1st, 2011",B+,,https://youtube.com/channel/UCI4fHQkguBNW3SwTqmehzjw,,https://twitter.com/dallmyd,,https://www.instagram.com/dallmyd,€3.6K - €57.7K,€43.3K - €692.2K
504,1553040382-4493,https://socialblade.com/youtube/top/5000/mostsubscribed,Toys Unlimited,https://socialblade.com/youtube/c/toysunlimited,Toys Unlimited,1698,7128671,4744291145,US,Film,"Feb 7th, 2015",A,,https://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w,,https://instagram.com/toysunlimited_yc/,,https://plus.google.com/114986921311384031649,€20.3K - €325.5K,€244.1K - €3.9M
505,1553040374-4491,https://socialblade.com/youtube/top/5000/mostsubscribed,melanie martinez,https://socialblade.com/youtube/c/melaniemartinez,melanie martinez,37,7119021,1340741129,US,Music,"Nov 3rd, 2007",B+,,https://youtube.com/channel/UC2YnEq5Fc5_zEO6bo0oNzCQ,,https://youtube.com/channel/UC2YnEq5Fc5_zEO6bo0oNzCQ,,https://plus.google.com/107101776019494470088,€3.6K - €57.4K,€43.1K - €689K
506,1553040354-4486,https://socialblade.com/youtube/top/5000/mostsubscribed,YOLO,https://socialblade.com/youtube/c/yosoyyolo,YOLO,72,7116959,358059684,VE,Comedy,"Jun 29th, 2015",B+,,https://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ,,https://twitter.com/yosoy_yolo,,https://www.instagram.com/medicenyolo,€4.5K - €72K,€54K - €863.6K
507,1553040366-4489,https://socialblade.com/youtube/top/5000/mostsubscribed,TsMadaan,https://socialblade.com/youtube/user/tsmadaan,TsMadaan,1493,7113927,748329297,IN,Howto,"Aug 30th, 2008",B+,,https://youtube.com/channel/UCKjJXmZxk1SiTUQUB28KHpw,,https://www.instagram.com/tsmadaan,,https://plus.google.com/111519855868028912473,€3.8K - €60.9K,€45.7K - €731.1K
508,1553040358-4487,https://socialblade.com/youtube/top/5000/mostsubscribed,Simone e Simaria,https://socialblade.com/youtube/user/simoneesimaria,Simone e Simaria,184,7110327,662551227,BR,Music,"Feb 6th, 2012",B,,https://youtube.com/channel/UCSriAVggapS9Fb43fRB2vyQ,,https://www.instagram.com/simoneesimaria,,https://plus.google.com/100550980140873725986,€1.4K - €21.9K,€16.4K - €262.5K
509,1553040337-4482,https://socialblade.com/youtube/top/5000/mostsubscribed,Talking Angela,https://socialblade.com/youtube/user/talkingangelacat,Talking Angela,120,7089988,1418692673,GB,Entertainment,"Sep 2nd, 2014",A,,https://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw,,https://instagram.com/talkingangela/,,https://plus.google.com/102331266445363984488,€20.1K - €322.2K,€241.6K - €3.9M
510,1553040333-4481,https://socialblade.com/youtube/top/5000/mostsubscribed,KendrickLamarVEVO,https://socialblade.com/youtube/user/kendricklamarvevo,KendrickLamarVEVO,55,7081637,2389027409,US,Music,"Feb 9th, 2011",B+,,https://youtube.com/channel/UCoYfzC2zMlc9M-Odgaf6OSg,,https://www.facebook.com/kendricklamarmusic,,https://twitter.com/kendricklamar,€7.8K - €124.7K,€93.5K - €1.5M
511,1553040325-4479,https://socialblade.com/youtube/top/5000/mostsubscribed,TheTalko,"https://socialblade.com/youtube/c/thetalko,",TheTalko,2356,7077426,2928737736,US,Entertainment,"Apr 24th, 2015",A-,,https://youtube.com/channel/UC1Ydgfp2x8oLYG66KZHXs1g,,https://instagram.com/the_talko,,https://plus.google.com/110004694540392887074,€12.3K - €197K,€147.8K - €2.4M
512,1553040317-4477,https://socialblade.com/youtube/top/5000/mostsubscribed,toyorbabytv,https://socialblade.com/youtube/user/toyorbabytv,toyorbabytv,331,7076638,4411897819,JO,Music,"Nov 1st, 2012",A,,https://youtube.com/channel/UCHAbNxkU837UAkZ-OPtdUUw,,https://twitter.com/toyorbaby,,https://plus.google.com/102865356764540025728,€25.8K - €413.1K,€309.8K - €5M
513,1553040321-4478,https://socialblade.com/youtube/top/5000/mostsubscribed,Gallina Pintadita,https://socialblade.com/youtube/user/gallinapintadita,Gallina Pintadita,35,7075093,5307305553,MX,Music,"Aug 2nd, 2011",A,,https://youtube.com/channel/UCKdEsgHiM0SulsFXm7QMJAg,,https://www.facebook.com/pages/gallina-pintadita/199425080116250,,https://plus.google.com/113901209379446252942,€17.6K - €281.2K,€210.9K - €3.4M
514,1553040329-4480,https://socialblade.com/youtube/top/5000/mostsubscribed,Liova and Toys,https://socialblade.com/youtube/c/learncolorsshow,Liova and Toys,9,7073911,738721975,US,,"Apr 28th, 2017",B,,https://youtube.com/channel/UCQGRpfoyf2yNcDdBAxjgL7g,,,,https://youtube.com/channel/UCQGRpfoyf2yNcDdBAxjgL7g,€912 - €14.6K,€10.9K - €175.1K
515,1553040305-4474,https://socialblade.com/youtube/top/5000/mostsubscribed,Bounce Patrol Kids,https://socialblade.com/youtube/c/bouncepatrolkidstv,Bounce Patrol Kids,152,7037623,4091329427,AU,Music,"Jan 1st, 2013",A,,https://youtube.com/channel/UC56cowXhoqRWHeqfSJkIQaA,,https://www.twitter.com/bouncepatrol,,https://plus.google.com/104762311875048907228,€60.7K - €970.6K,€727.9K - €11.6M
516,1553040308-4475,https://socialblade.com/youtube/top/5000/mostsubscribed,Desimpedidos,https://socialblade.com/youtube/user/desimpedidos,Desimpedidos,1968,7037100,1467241292,BR,Sports,"Jun 12th, 2013",B+,,https://youtube.com/channel/UCFjrDmEnxrG5TRGVO0TPHLA,,https://www.twitter.com/desimpedidos,,https://instagram.com/desimpedidos,€5.5K - €88.4K,€66.3K - €1.1M
517,1553040301-4473,https://socialblade.com/youtube/top/5000/mostsubscribed,wifistudy,https://socialblade.com/youtube/c/wifistudy,wifistudy,9873,7029576,669955562,IN,Education,"Jul 26th, 2014",A,,https://youtube.com/channel/UCuWuAvEnKWez5BUr29VpwqA,,https://twitter.com/wifistudy,,https://plus.google.com/115559876942337248805,€14K - €224.6K,€168.4K - €2.7M
518,1553040281-4468,https://socialblade.com/youtube/top/5000/mostsubscribed,Fran Nina e Bel para meninas,https://socialblade.com/youtube/user/belparameninas,Fran Nina e Bel para meninas,1319,7011223,1950951381,BR,Entertainment,"Aug 10th, 2013",B+,https://youtube.com/channel/UCIyBJyajKYaG-iPc78M2geg,,,,https://instagram.com/penteadosparameninas,,€5.8K - €93.5K,€70.1K - €1.1M
519,1553040297-4472,https://socialblade.com/youtube/top/5000/mostsubscribed,Lifestyle - Topic,https://socialblade.com/youtube/channel/UC1vGae2Q3oT5MkhhfW8lwjg,Lifestyle - Topic,0,7005569,0,,Games,"Dec 20th, 2013",D-,,https://youtube.com/channel/UC1vGae2Q3oT5MkhhfW8lwjg,,,,https://youtube.com/channel/UC1vGae2Q3oT5MkhhfW8lwjg,€0 - €0,€0 - €0
520,1553040293-4471,https://socialblade.com/youtube/top/5000/mostsubscribed,EverythingApplePro,https://socialblade.com/youtube/c/everythingapplepro,EverythingApplePro,1572,6998821,1663896892,US,Tech,"Jan 27th, 2009",B+,,https://youtube.com/channel/UCj34AOIMl_k1fF7hcBkD_dw,,https://www.twitter.com/#!/everyapplepro,,https://www.instagram.com/phonerebel,€8K - €127.3K,€95.5K - €1.5M
521,1553040289-4470,https://socialblade.com/youtube/top/5000/mostsubscribed,POPS Kids,https://socialblade.com/youtube/c/popskids,POPS Kids,5291,6994984,6426026036,VN,Music,"Jan 14th, 2014",A,,https://youtube.com/channel/UC5ezaYrzZpyItPSRG27MLpg,,https://twitter.com/pops_vietnam,,https://plus.google.com/103179490192150825391,€55.1K - €882.3K,€661.7K - €10.6M
522,1553040272-4466,https://socialblade.com/youtube/top/5000/mostsubscribed,NMF News,https://socialblade.com/youtube/c/nmfnews,NMF News,48915,6978941,2531999375,IN,News,"Oct 22nd, 2013",A,,https://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw,,https://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw,,https://www.facebook.com/modimayah/,€37.5K - €599.5K,€449.6K - €7.2M
523,1553040276-4467,https://socialblade.com/youtube/top/5000/mostsubscribed,Wylsacom,https://socialblade.com/youtube/c/wylsac0m,Wylsacom,1886,6973088,1457065817,RU,Tech,"Jul 31st, 2011",B+,,https://youtube.com/channel/UCt7sv-NKh44rHAEb-qCCxvA,,https://instagram.com/wylsacom/,,https://plus.google.com/102632203086199200539,€8.2K - €130.4K,€97.8K - €1.6M
524,1553040260-4463,https://socialblade.com/youtube/top/5000/mostsubscribed,ThaiCh8 : ???? 8,https://socialblade.com/youtube/c/thaich8,ThaiCh8 : ???? 8,44178,6966010,4883051604,TH,Entertainment,"Oct 17th, 2011",A,,https://youtube.com/channel/UCtBu8Wb2BUoduUXJS9Uss7Q,,https://instagram.com/thaich8,,https://plus.google.com/108731563820737517492,€35K - €560.6K,€420.4K - €6.7M
525,1553040256-4462,https://socialblade.com/youtube/top/5000/mostsubscribed,Macklemore LLC,https://socialblade.com/youtube/user/ryanlewisproductions,Macklemore LLC,128,6956889,3370733863,US,Music,"Nov 28th, 2006",B+,,https://youtube.com/channel/UCXYRdIXDdeZIf816EWAr5zQ,,https://youtube.com/channel/UCXYRdIXDdeZIf816EWAr5zQ,,https://plus.google.com/102864814035697134499,€8.3K - €132.2K,€99.1K - €1.6M
526,1553040244-4459,https://socialblade.com/youtube/top/5000/mostsubscribed,Awakening Music,https://socialblade.com/youtube/c/awakenings,Awakening Music,532,6941657,2910818209,GB,Music,"Dec 25th, 2006",A-,,https://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA,,https://instagram.com/awakeningrecords,,https://plus.google.com/115293506285241718211,€14.2K - €227.7K,€170.8K - €2.7M
527,1553040248-4460,https://socialblade.com/youtube/top/5000/mostsubscribed,FUNnel Vision,"https://socialblade.com/youtube/c/funnel,vision",FUNnel Vision,1,6932757,8543080,US,Comedy,"Dec 5th, 2006",C+,,https://youtube.com/channel/UC3FBdA2krgGmdGdqxqDjElA,,https://www.facebook.com/skylanderkids,,https://plus.google.com/107859965046103140510,€13 - €212,€159 - €2.5K
528,1553040197-4447,https://socialblade.com/youtube/top/5000/mostsubscribed,UnspeakableGaming,https://socialblade.com/youtube/user/unspeakablegaming,UnspeakableGaming,2041,6924072,2281036923,US,Games,"Oct 9th, 2012",A,https://youtube.com/channel/UCKYb5XBe-5OSEgLijLSoDtw,,https://twitter.com/unspeakablegame,,https://www.instagram.com/unspeakablegaming/?hl=en,,€16K - €256.1K,€192.1K - €3.1M
529,1553040240-4458,https://socialblade.com/youtube/top/5000/mostsubscribed,Prince Royce,https://socialblade.com/youtube/channel/UCAMpOm4QAk15tLyjuBNtQyg,Prince Royce,0,6922221,0,,,"Feb 6th, 2018",D-,,https://youtube.com/channel/UCAMpOm4QAk15tLyjuBNtQyg,,,,https://youtube.com/channel/UCAMpOm4QAk15tLyjuBNtQyg,€0 - €0,€0 - €0
530,1553040238-4457,https://socialblade.com/youtube/top/5000/mostsubscribed,Ranz Kyle,https://socialblade.com/youtube/c/ranzkyle,Ranz Kyle,226,6918890,671822416,PH,Entertainment,"Apr 27th, 2008",B+,,https://youtube.com/channel/UCdAt_KUKt0g9ZRQ7gwKaN3A,,https://www.instagram.com/ranzkyle,,https://plus.google.com/115777961631924564107,€4.2K - €67.7K,€50.8K - €812.8K
531,1553040228-4455,https://socialblade.com/youtube/top/5000/mostsubscribed,Lokdhun Punjabi,https://socialblade.com/youtube/user/htpunjabi,Lokdhun Punjabi,1366,6909799,2123517148,IN,Music,"Dec 27th, 2010",A-,,https://youtube.com/channel/UCHcDpS0TXITVs0ZrBSIsEsA,,https://www.facebook.com/lokdhunpunjabiofficialpage/,,https://plus.google.com/105141044819961250231,€14.5K - €232.6K,€174.4K - €2.8M
532,1553040232-4456,https://socialblade.com/youtube/top/5000/mostsubscribed,welovekamikaze,https://socialblade.com/youtube/user/welovekamikaze,welovekamikaze,1868,6905909,3384442995,TH,Entertainment,"Oct 16th, 2009",B+,,https://youtube.com/channel/UCjqZeIIXmNj3WS7auJjJFpg,,https://instagram.com/kamikaze_music,,https://plus.google.com/105192685502963290765,€8.9K - €142.4K,€106.8K - €1.7M
533,1553040224-4454,https://socialblade.com/youtube/top/5000/mostsubscribed,Troye Sivan,https://socialblade.com/youtube/user/troyesivan18,Troye Sivan,141,6892266,258757650,AU,People,"Oct 1st, 2007",B,,https://youtube.com/channel/UCWcrr8Q9INGNp-PTCLTzc8Q,,https://www.instagram.com/troyesivan,,https://plus.google.com/102257018478335654571,€311 - €5K,€3.7K - €59.6K
534,1553040220-4453,https://socialblade.com/youtube/top/5000/mostsubscribed,JessieJVEVO,https://socialblade.com/youtube/user/jessiejvevo,JessieJVEVO,77,6885233,3883516465,GB,Music,"Nov 3rd, 2010",B+,,https://youtube.com/channel/UCGej5zp_KWZ-b_1w4Rq2hyA,,https://www.facebook.com/jessiejofficial,,https://www.instagram.com/jessiej,€8K - €128.4K,€96.3K - €1.5M
535,1553040216-4452,https://socialblade.com/youtube/top/5000/mostsubscribed,OLIE THE CUB,https://socialblade.com/youtube/c/oliethecub,OLIE THE CUB,710,6879666,2152458776,US,Entertainment,"Jun 13th, 2015",B+,,https://youtube.com/channel/UCQcf-d098cNGGl3bPGGjHBg,,,,https://youtube.com/channel/UCQcf-d098cNGGl3bPGGjHBg,€3.5K - €55.3K,€41.4K - €663.2K
536,1553040212-4451,https://socialblade.com/youtube/top/5000/mostsubscribed,thelonelyisland,https://socialblade.com/youtube/c/thelonelyislan,thelonelyisland,122,6869584,2146988019,US,Comedy,"Dec 23rd, 2005",B,,https://youtube.com/channel/UCCHcEUksSVKsRDH86j77Ntg,,https://www.instagram.com/thelonelyisland,,https://plus.google.com/116427947977572978854,€2K - €32.3K,€24.2K - €387.8K
537,1553040208-4450,https://socialblade.com/youtube/top/5000/mostsubscribed,SamSmithWorldVEVO,https://socialblade.com/youtube/c/samsmithvevo,SamSmithWorldVEVO,71,6861370,4732044210,US,Music,"Oct 28th, 2013",A,,https://youtube.com/channel/UC3Pa0DVzVkqEN_CwsNMapqg,,https://www.instagram.com/samsmithworld,,https://plus.google.com/116821165140069931351,€29.4K - €470.4K,€352.8K - €5.6M
538,1553040200-4448,https://socialblade.com/youtube/top/5000/mostsubscribed,Saad Lamjarred | ??? ?????,https://socialblade.com/youtube/c/saadlamjarred,Saad Lamjarred | ??? ?????,124,6856842,1865107473,MA,Music,"Dec 22nd, 2012",A,,https://youtube.com/channel/UC9hJ5XcjHXYjwDOqrlQUuow,,https://www.twitter.com/saadlamjarred1,,https://instagram.com/saadlamjarred1,€6.9K - €110.1K,€82.6K - €1.3M
539,1553040192-4446,https://socialblade.com/youtube/top/5000/mostsubscribed,LastWeekTonight,https://socialblade.com/youtube/user/lastweektonight,LastWeekTonight,265,6846051,1897947753,US,Entertainment,"Mar 18th, 2014",A-,,https://youtube.com/channel/UC3XTzVzaHQEd30rQbuvCtTQ,,https://youtube.com/channel/UC3XTzVzaHQEd30rQbuvCtTQ,,https://twitter.com/lastweektonight,€13.3K - €212.4K,€159.3K - €2.5M
540,1553040188-4445,https://socialblade.com/youtube/top/5000/mostsubscribed,Chad Wild Clay,https://socialblade.com/youtube/c/chadwildclay,Chad Wild Clay,287,6844948,1431123716,US,Entertainment,"Mar 26th, 2006",A,,https://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg,,https://twitter.com/chadwildclay,,https://instagram.com/chadwildclay/,€24.5K - €392.1K,€294.1K - €4.7M
541,1553040184-4444,https://socialblade.com/youtube/top/5000/mostsubscribed,MK MUSIC,https://socialblade.com/youtube/c/mkmusic,MK MUSIC,3096,6838093,2860343317,BR,Music,"Jan 18th, 2010",A,,https://youtube.com/channel/UCbVwJCxsVbmaP1PFmbGQDeQ,,https://twitter.com/mkmusicbrasil,,https://plus.google.com/103540117514733119101,€25.7K - €411.5K,€308.6K - €4.9M
542,1553040180-4443,https://socialblade.com/youtube/top/5000/mostsubscribed,Kluna Tik,https://socialblade.com/youtube/user/klunatik,Kluna Tik,206,6837114,2705478426,US,Entertainment,"Apr 17th, 2014",A,,https://youtube.com/channel/UCw5hxC9BldHV8cU8PgbNY9g,,https://youtube.com/channel/UCw5hxC9BldHV8cU8PgbNY9g,,https://plus.google.com/116952612462660020563,€35.6K - €569K,€426.8K - €6.8M
543,1553040176-4442,https://socialblade.com/youtube/top/5000/mostsubscribed,SuperToyzCollector,https://socialblade.com/youtube/c/supertoyzcollector,SuperToyzCollector,196,6814503,1337226953,PE,Entertainment,"Aug 3rd, 2013",B,,https://youtube.com/channel/UCTzzh49iUjkikX6ni8uYbSA,,https://youtube.com/channel/UCTzzh49iUjkikX6ni8uYbSA,,https://plus.google.com/118072674326398228036,€1.7K - €27.6K,€20.7K - €331K
544,1553040172-4441,https://socialblade.com/youtube/top/5000/mostsubscribed,Simply Nailogical,https://socialblade.com/youtube/c/simplynailogical/,Simply Nailogical,403,6811637,1242632723,CA,Entertainment,"Jun 5th, 2014",A-,,https://youtube.com/channel/UCGCVyTWogzQ4D170BLy2Arw,,https://instagram.com/simplynailogical,,https://plus.google.com/115911563159377725716,€9.9K - €157.6K,€118.2K - €1.9M
545,1553040152-4436,https://socialblade.com/youtube/top/5000/mostsubscribed,Super Polina,https://socialblade.com/youtube/c/superpolina,Super Polina,301,6806848,1843187739,US,People,"Jul 8th, 2014",A,,https://youtube.com/channel/UCE76CBkDX591pxzps6bySOw,,https://youtube.com/channel/UCE76CBkDX591pxzps6bySOw,,https://twitter.com/superpolina_,€51.8K - €829.1K,€621.8K - €9.9M
546,1553040164-4439,https://socialblade.com/youtube/top/5000/mostsubscribed,Future,https://socialblade.com/youtube/user/officialfuturevideos,Future,26,6803545,30871015,US,Music,"Nov 14th, 2011",B-,,https://youtube.com/channel/UCSDvKdIQOwTfcyOimSi9oYA,,https://www.instagram.com/future,,https://plus.google.com/112766526346354446848,€96 - €1.5K,€1.1K - €18.4K
547,1553040168-4440,https://socialblade.com/youtube/top/5000/mostsubscribed,I AM WILDCAT,https://socialblade.com/youtube/user/w1ldc4t43,I AM WILDCAT,1079,6802777,1454090893,US,Games,"Sep 25th, 2011",B+,,https://youtube.com/channel/UC-kOXc3gBwksVfmndSEz7jg,,https://twitter.com/i_am_wildcat,,https://plus.google.com/108999143180824767562,€7.6K - €121.7K,€91.3K - €1.5M
548,1553040160-4438,https://socialblade.com/youtube/top/5000/mostsubscribed,DETONA FUNK,https://socialblade.com/youtube/user/detonamusicasoficial,DETONA FUNK,5287,6802178,1767012931,BR,Music,"Oct 3rd, 2014",B+,,https://youtube.com/channel/UCGXJctnOERFLvxiMb-jF6oQ,,https://instagram.com/detonafunk,,https://plus.google.com/u/0/b/106759720021160195528/106759720021160195528/videos,€3.2K - €51.9K,€38.9K - €622.4K
549,1553040148-4435,https://socialblade.com/youtube/top/5000/mostsubscribed,Toys Make Me Smile,https://socialblade.com/youtube/channel/UCv5I8kinKQT_cBxhsscnlWQ,Toys Make Me Smile,86,6791155,2195095578,US,Entertainment,"Jul 17th, 2015",A,,https://youtube.com/channel/UCv5I8kinKQT_cBxhsscnlWQ,,,,https://youtube.com/channel/UCv5I8kinKQT_cBxhsscnlWQ,€39.8K - €636.9K,€477.7K - €7.6M
550,1553040156-4437,https://socialblade.com/youtube/top/5000/mostsubscribed,Maryana Ro,https://socialblade.com/youtube/c/maryanaro99,Maryana Ro,132,6785169,699243477,RU,People,"Jan 8th, 2012",B,,https://youtube.com/channel/UCcGVrf54UcSyIFKlJic8T8A,,https://instagram.com/maryana__ro,,https://plus.google.com/111611352152765289780,€1.3K - €21.3K,€15.9K - €255.1K
551,1553040136-4432,https://socialblade.com/youtube/top/5000/mostsubscribed,El Reino a Jugar,https://socialblade.com/youtube/c/elreinoajugar,El Reino a Jugar,311,6773091,3148117315,AR,Education,"Mar 3rd, 2015",A,,https://youtube.com/channel/UCsm77kEHBDEPgD4Ir3jSRYg,,https://twitter.com/reino_infantil,,https://plus.google.com/105642317185436406169,€46.5K - €744.4K,€558.3K - €8.9M
552,1553040144-4434,https://socialblade.com/youtube/top/5000/mostsubscribed,Rémi GAILLARD,https://socialblade.com/youtube/user/nqtv,Rémi GAILLARD,144,6768950,1679822035,FR,Comedy,"Jul 4th, 2007",B,,https://youtube.com/channel/UCmPSwsooZq8an7xOLQQhAdw,,https://www.instagram.com/gaillardremi,,https://plus.google.com/109280782189821187733,€589 - €9.4K,€7.1K - €113.1K
