,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
793,1553038849-4114,https://socialblade.com/youtube/top/5000/mostsubscribed,DreamWorksTV,https://socialblade.com/youtube/c/dreamworkstv,DreamWorksTV,3971,5354660,3908675202,US,Film,"Sep 18th, 2006",A,,https://youtube.com/channel/UCY26xU0-avwTJ6F6TzUZVEw,,https://instagram.com/dreamworkstv,,https://plus.google.com/104634763345578026846,€28.9K - €461.8K,€346.4K - €5.5M
794,1553038853-4115,https://socialblade.com/youtube/top/5000/mostsubscribed,Dyler | ?????,https://socialblade.com/youtube/channel/UCi0LRhUrjY8tLx7GYFNSo_Q,Dyler | ?????,234,5353698,672747500,SA,Entertainment,"Dec 20th, 2016",B+,,https://youtube.com/channel/UCi0LRhUrjY8tLx7GYFNSo_Q,,https://youtube.com/channel/UCi0LRhUrjY8tLx7GYFNSo_Q,,https://www.instagram.com/dyl3r,€3K - €47.8K,€35.8K - €573.2K
795,1553038845-4113,https://socialblade.com/youtube/top/5000/mostsubscribed,Coby Persin,https://socialblade.com/youtube/c/cobypersinshow,Coby Persin,88,5345915,936164277,US,Comedy,"Oct 8th, 2010",B+,,https://youtube.com/channel/UC-DUrA-h7-s_C57ECJ1BFPA,,https://instagram.com/cobypersin,,https://plus.google.com/100407435749189689122,€2.6K - €42.4K,€31.8K - €508.6K
796,1553038834-4110,https://socialblade.com/youtube/top/5000/mostsubscribed,Funny Sofia Show,https://socialblade.com/youtube/channel/UCsMRgE1IQFkgGvyfBDh3BAw,Funny Sofia Show,75,5337267,1109600564,US,,"Jul 24th, 2016",A-,,https://youtube.com/channel/UCsMRgE1IQFkgGvyfBDh3BAw,,,,https://youtube.com/channel/UCsMRgE1IQFkgGvyfBDh3BAw,€14.2K - €227.7K,€170.7K - €2.7M
797,1553038841-4112,https://socialblade.com/youtube/top/5000/mostsubscribed,Minguado,https://socialblade.com/youtube/c/minguado,Minguado,1013,5336750,1217092389,BR,Games,"Feb 21st, 2015",B+,,https://youtube.com/channel/UCYCnGi1DXHvHlffFY7pEDmQ,,https://youtube.com/channel/UCYCnGi1DXHvHlffFY7pEDmQ,,https://plus.google.com/108690604158110540353,€5.8K - €93.5K,€70.1K - €1.1M
798,1553038837-4111,https://socialblade.com/youtube/top/5000/mostsubscribed,Mr. Tops,"https://socialblade.com/youtube/c/mr,tops",Mr. Tops,296,5333974,596001675,US,Entertainment,"Jul 18th, 2015",B+,,https://youtube.com/channel/UCGTxCNqN5xQx8UnJ4y8cT0w,,https://www.facebook.com/mr-tops-1644240345822871/,,https://twitter.com/mrtops7,€2.5K - €40.7K,€30.5K - €488.5K
799,1553038805-4103,https://socialblade.com/youtube/top/5000/mostsubscribed,Masha y el Oso,https://socialblade.com/youtube/channel/UCuSo4gcgxJRf4Bzu43wwVyg,Masha y el Oso,259,5325152,2019969731,,Film,"Feb 12th, 2016",A,,https://youtube.com/channel/UCuSo4gcgxJRf4Bzu43wwVyg,,https://twitter.com/mashaandthebear,,https://www.instagram.com/mashaandthebear/,€20.6K - €330K,€247.5K - €4M
800,1553038821-4107,https://socialblade.com/youtube/top/5000/mostsubscribed,Nintendo,"https://socialblade.com/youtube/c/nintendo,",Nintendo,3380,5324911,1647028374,US,Games,"Dec 27th, 2005",B+,,https://youtube.com/channel/UCGIY_O-8vW4rfX98KlMkvRg,,https://instagram.com/nintendo,,https://plus.google.com/101672346056816602228,€9.7K - €156K,€117K - €1.9M
801,1553038825-4108,https://socialblade.com/youtube/top/5000/mostsubscribed,devinsupertramp,https://socialblade.com/youtube/c/devinsupertrampp,devinsupertramp,304,5324825,1209917879,US,Entertainment,"Jun 14th, 2010",B,,https://youtube.com/channel/UCwgURKfUA7e0Z7_qE3TvBFQ,,https://twitter.com/devinsupertramp,,https://www.instagram.com/devinsupertramp,€2.4K - €38.5K,€28.8K - €461.6K
802,1553038817-4106,https://socialblade.com/youtube/top/5000/mostsubscribed,Ayurved Tips in Hindi,https://socialblade.com/youtube/c/ayurvedtipsinhindi,Ayurved Tips in Hindi,164,5320096,364272955,IN,Howto,"Mar 18th, 2015",B,,https://youtube.com/channel/UCkDuc9uKZgIzXZft2kkVUcA,,https://www.facebook.com/ayurvedtipsinhindi,,https://plus.google.com/115801637794286382899,€1.2K - €19.6K,€14.7K - €235.5K
803,1553038654-4065,https://socialblade.com/youtube/top/5000/mostsubscribed,ElTrollino,https://socialblade.com/youtube/user/eltrollino,ElTrollino,1360,5318323,1094158276,ES,Games,"May 18th, 2013",A-,https://youtube.com/channel/UCI2FmVp--YL8d7iVFt8mmxg,,https://twitter.com/eltrollino,,https://instagram.com/eltrollinoyt,,€12.7K - €203.8K,€152.9K - €2.4M
804,1553038813-4105,https://socialblade.com/youtube/top/5000/mostsubscribed,ToysYJuguetesTV,https://socialblade.com/youtube/c/toysyjuguetestv,ToysYJuguetesTV,861,5316645,1781475429,CO,Entertainment,"Feb 25th, 2014",B,,https://youtube.com/channel/UCKNaHR0S6SES9qgsD3AhR-A,,https://youtube.com/channel/UCKNaHR0S6SES9qgsD3AhR-A,,https://plus.google.com/106974451898547116195,€6.8K - €108.6K,€81.4K - €1.3M
805,1553038785-4098,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Series Regional,https://socialblade.com/youtube/c/tseriesregional,T-Series Regional,15407,5314563,2191659720,IN,Music,"Feb 14th, 2011",A,,https://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw,,https://www.twitter.com/tseries,,https://plus.google.com/118267719575854828354,€23.5K - €376.7K,€282.5K - €4.5M
806,1553038809-4104,https://socialblade.com/youtube/top/5000/mostsubscribed,videogamedunkey,https://socialblade.com/youtube/user/videogamedunkey,videogamedunkey,626,5313943,1971134766,US,Games,"Oct 21st, 2010",B+,,https://youtube.com/channel/UCsvn_Po0SmunchJYOWpOxMg,,https://www.twitter.com/vgdunkey,,https://plus.google.com/107523546019993046342,€7.2K - €115.4K,€86.6K - €1.4M
807,1553038801-4102,https://socialblade.com/youtube/top/5000/mostsubscribed,AlexXxStrecci,https://socialblade.com/youtube/user/alexxxstrecci,AlexXxStrecci,449,5311524,620129655,MX,Entertainment,"Jan 3rd, 2012",B,,https://youtube.com/channel/UCkqnyO9IhmZaa_pdQ1lwmaw,,https://instagram.com/alexxxstrecci,,https://plus.google.com/106186692013428925696,€750 - €12K,€9K - €144K
808,1553038774-4095,https://socialblade.com/youtube/top/5000/mostsubscribed,FaZe Rain,https://socialblade.com/youtube/user/trickshotting,FaZe Rain,1647,5308184,1007885434,CA,Entertainment,"Dec 29th, 2010",B,https://youtube.com/channel/UCxaVOVnhmT0-HCUv72jtOTA,,https://www.twitter.com/faze_rain,,https://instagram.com/nordan,,€587 - €9.4K,€7K - €112.7K
809,1553038781-4097,https://socialblade.com/youtube/top/5000/mostsubscribed,MTZ Manuel Turizo,https://socialblade.com/youtube/c/mtzmanuelturizo,MTZ Manuel Turizo,15,5307456,2677218304,CO,Music,"Dec 6th, 2016",A,,https://youtube.com/channel/UC5Jn-9jqrVvKm9Hx0WW8Pgw,,,,https://youtube.com/channel/UC5Jn-9jqrVvKm9Hx0WW8Pgw,€33.2K - €531.5K,€398.7K - €6.4M
810,1553038793-4100,https://socialblade.com/youtube/top/5000/mostsubscribed,HZHtube Kids Fun,https://socialblade.com/youtube/c/hzhtubekidsfun,HZHtube Kids Fun,302,5304550,1085198706,CA,Entertainment,"Nov 24th, 2015",D-,,https://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w,,https://www.instagram.com/hzhtube_kidsfun/,,https://plus.google.com/u/0/+hzhtubekidsfun/posts/p/pub,€0 - €0,€0 - €0
811,1553038789-4099,https://socialblade.com/youtube/top/5000/mostsubscribed,De'arra & Ken 4 Life,https://socialblade.com/youtube/c/dk4l,De'arra & Ken 4 Life,229,5303753,669056456,US,Entertainment,"Dec 11th, 2014",B,,https://youtube.com/channel/UCX2y61A3llrNxXBHg2EtGQw,,https://instagram.com/rollplanes__,,https://plus.google.com/115538797880541044708,€1.5K - €23.9K,€17.9K - €286.8K
812,1553038749-4089,https://socialblade.com/youtube/top/5000/mostsubscribed,shfa,https://socialblade.com/youtube/channel/UCwHE1kM1CPJd_pI9FQ0-4dg,shfa,516,5301537,1903593857,AE,Film,"Mar 29th, 2015",A,,https://youtube.com/channel/UCwHE1kM1CPJd_pI9FQ0-4dg,,https://youtube.com/channel/UCwHE1kM1CPJd_pI9FQ0-4dg,,https://plus.google.com/102416779684334172511,€54K - €864.5K,€648.4K - €10.4M
813,1553038761-4092,https://socialblade.com/youtube/top/5000/mostsubscribed,Kodak Black,https://socialblade.com/youtube/c/kodakblack,Kodak Black,250,5297656,2409212452,,Music,"Mar 28th, 2013",A,,https://youtube.com/channel/UChEYVadfkMCfrKUi6qr3I1Q,,https://twitter.com/kodakblack1k,,https://www.instagram.com/kodakblack/,€20.8K - €333.1K,€249.8K - €4M
814,1553038765-4093,https://socialblade.com/youtube/top/5000/mostsubscribed,?????,https://socialblade.com/youtube/c/pozzitifonshow,?????,1946,5296606,2538470642,RU,Games,"May 17th, 2012",A,,https://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg,,https://www.instagram.com/pozzifir/,,https://plus.google.com/u/0/b/105939244423549661855/+pozzitifonshow,€28.9K - €462.7K,€347.1K - €5.6M
815,1553038769-4094,https://socialblade.com/youtube/top/5000/mostsubscribed,DJKhaledVEVO,https://socialblade.com/youtube/user/djkhaledvevo,DJKhaledVEVO,42,5293311,3090245854,US,Music,"Feb 15th, 2010",B+,,https://youtube.com/channel/UCrFB54bqp8sda4udJyNswlA,,https://twitter.com/djkhaled,,https://instagram.com/djkhaled,€9.7K - €154.8K,€116.1K - €1.9M
816,1553038757-4091,https://socialblade.com/youtube/top/5000/mostsubscribed,Akon,https://socialblade.com/youtube/user/akon,Akon,38,5292908,15986827,,Music,"Nov 5th, 2005",B-,,https://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA,,https://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA,,https://plus.google.com/117961023126568323663,€30 - €475,€356 - €5.7K
817,1553038753-4090,https://socialblade.com/youtube/top/5000/mostsubscribed,icanrockyourworld,https://socialblade.com/youtube/user/icanrockyourworld,icanrockyourworld,8,5291011,2864467363,US,Film,"Mar 13th, 2007",A-,,https://youtube.com/channel/UCLoKWb_rlp80mg0aSLtsUGw,,https://youtube.com/channel/UCLoKWb_rlp80mg0aSLtsUGw,,https://plus.google.com/102980203186876298988,€14.5K - €231.5K,€173.7K - €2.8M
818,1553038745-4088,https://socialblade.com/youtube/top/5000/mostsubscribed,Lorrayne Oliveira,https://socialblade.com/youtube/channel/UC--FL6OwLFWGIZfLfazY4yA,Lorrayne Oliveira,325,5278826,498694944,BR,Entertainment,"Aug 6th, 2014",B+,,https://youtube.com/channel/UC--FL6OwLFWGIZfLfazY4yA,,https://www.facebook.com/lorrayneoliveiraoficial/,,https://www.instagram.com/lorrayneoliveiraofc/,€4K - €64.1K,€48.1K - €769.5K
819,1553038737-4086,https://socialblade.com/youtube/top/5000/mostsubscribed,Mimonona Stories,https://socialblade.com/youtube/c/mimononastories,Mimonona Stories,303,5266807,1481766931,PA,Entertainment,"Nov 22nd, 2011",A,,https://youtube.com/channel/UCXc5x7W5pwn-xz2g2nGTDQQ,,https://twitter.com/mimononastories,,https://plus.google.com/+mimononastories,€20.1K - €321K,€240.8K - €3.9M
820,1553038743-4087,https://socialblade.com/youtube/top/5000/mostsubscribed,Kafalar,https://socialblade.com/youtube/c/kafalarofficial,Kafalar,279,5262137,885790788,TR,Entertainment,"Dec 26th, 2014",B+,,https://youtube.com/channel/UC7Lu-ONZhIM_lvKnZn0F19Q,,https://www.facebook.com/groups/900946963372672/,,https://www.instagram.com/kafalarresmi/,€5.8K - €93.2K,€69.9K - €1.1M
821,1553038733-4085,https://socialblade.com/youtube/top/5000/mostsubscribed,Strawberry Jam Toys,https://socialblade.com/youtube/c/strawberryjamtoys,Strawberry Jam Toys,662,5261412,1927409436,AU,Entertainment,"Aug 14th, 2013",A,,https://youtube.com/channel/UCL7UTQpJbDWxzXNBRUyg6lA,,https://youtube.com/channel/UCL7UTQpJbDWxzXNBRUyg6lA,,https://plus.google.com/115092306530887893708,€32.5K - €519.4K,€389.5K - €6.2M
822,1553038729-4084,https://socialblade.com/youtube/top/5000/mostsubscribed,MBCentertainment,https://socialblade.com/youtube/user/mbcentertainment,MBCentertainment,62854,5258229,6170325824,KR,Entertainment,"Jul 30th, 2009",A,,https://youtube.com/channel/UCiBr0bK06imaMbLc8sAEz0A,,https://youtube.com/channel/UCiBr0bK06imaMbLc8sAEz0A,,https://plus.google.com/108440577410012320969,€39.5K - €632.3K,€474.2K - €7.6M
823,1553038725-4083,https://socialblade.com/youtube/top/5000/mostsubscribed,JonTronShow,https://socialblade.com/youtube/user/jontronshow,JonTronShow,101,5252540,737291676,US,Games,"Sep 1st, 2010",B+,,https://youtube.com/channel/UCdJdEguB1F1CiYe7OEi3SBg,,https://www.twitter.com/jontronshow,,https://plus.google.com/113650681306129489125,€4.2K - €67K,€50.3K - €804.2K
824,1553038721-4082,https://socialblade.com/youtube/top/5000/mostsubscribed,Boca Rosa,https://socialblade.com/youtube/c/bocarosatv,Boca Rosa,594,5246935,367296786,BR,People,"Mar 8th, 2011",B-,,https://youtube.com/channel/UCgSvw7asvNq7wJWKMSW28Eg,,https://twitter.com/bocarosablog,,https://instagram.com/bocarosablog,€174 - €2.8K,€2.1K - €33.5K
825,1553038709-4079,https://socialblade.com/youtube/top/5000/mostsubscribed,Maria Venture,https://socialblade.com/youtube/c/mariaventure,Maria Venture,116,5237170,191117593,,Comedy,"Apr 19th, 2015",B,,https://youtube.com/channel/UCnfUCP_4nSws4KUI4Nkdaig,,https://instagram.com/mariaventure/,,https://plus.google.com/111625398705717291107,€2.8K - €44.2K,€33.1K - €529.8K
826,1553038713-4080,https://socialblade.com/youtube/top/5000/mostsubscribed,Bouncing Baby TV,https://socialblade.com/youtube/channel/UCKRavtVhYBxTzigyGVLPPZQ,Bouncing Baby TV,20,5235707,354327024,US,,"Mar 25th, 2016",B,,https://youtube.com/channel/UCKRavtVhYBxTzigyGVLPPZQ,,,,https://youtube.com/channel/UCKRavtVhYBxTzigyGVLPPZQ,€6.8K - €108.2K,€81.2K - €1.3M
827,1553038705-4078,https://socialblade.com/youtube/top/5000/mostsubscribed,Power Vision,https://socialblade.com/youtube/channel/UCatfiM69M9ZnNhOzy0jZ41A,Power Vision,877,5234029,1747809829,US,Entertainment,"Aug 24th, 2016",A-,,https://youtube.com/channel/UCatfiM69M9ZnNhOzy0jZ41A,,https://youtube.com/channel/UCatfiM69M9ZnNhOzy0jZ41A,,https://plus.google.com/u/1/115840747738618849926,€14.4K - €230.6K,€172.9K - €2.8M
828,1553038689-4074,https://socialblade.com/youtube/top/5000/mostsubscribed,Daily Dose Of Internet,https://socialblade.com/youtube/c/dailydoseofinternet,Daily Dose Of Internet,30,5209999,121848698,US,Entertainment,"Jul 15th, 2015",B+,,https://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw,,https://twitter.com/itsnosaj,,https://www.instagram.com/itsnosaj/?hl=en,€12.8K - €204.9K,€153.7K - €2.5M
829,1553038693-4075,https://socialblade.com/youtube/top/5000/mostsubscribed,SteveKardynal,https://socialblade.com/youtube/user/stevekardynal,SteveKardynal,43,5204412,535008143,US,Comedy,"Feb 8th, 2009",B,,https://youtube.com/channel/UCGwruZaVBlp2AwbdUdNaLPQ,,https://instagram.com/stevekardynal,,https://plus.google.com/107496513942674870541,€394 - €6.3K,€4.7K - €75.7K
830,1553038685-4073,https://socialblade.com/youtube/top/5000/mostsubscribed,BollyHD 1080p,https://socialblade.com/youtube/c/bollyhd1080p,BollyHD 1080p,43,5203898,1141844944,IN,Entertainment,"Jul 31st, 2010",A+,,https://youtube.com/channel/UCOu0U4K1M99D2G0arZgoMCg,,,,https://youtube.com/channel/UCOu0U4K1M99D2G0arZgoMCg,€62.1K - €994.1K,€745.5K - €11.9M
831,1553038677-4071,https://socialblade.com/youtube/top/5000/mostsubscribed,OHA diyorum!,https://socialblade.com/youtube/c/ohaadiyorum,OHA diyorum!,2490,5199283,2896959274,TR,Entertainment,"Jul 9th, 2014",B+,,https://youtube.com/channel/UCMC76gnod0teGEDlpt3IHwA,,https://www.instagram.com/mediakraft.tr/,,https://plus.google.com/103389271803637598115,€8.8K - €141.2K,€105.9K - €1.7M
832,1553038683-4072,https://socialblade.com/youtube/top/5000/mostsubscribed,Alfie Deyes,https://socialblade.com/youtube/c/alfies20allsorts,Alfie Deyes,266,5196675,499475531,GB,Entertainment,"Jul 26th, 2009",B-,,https://youtube.com/channel/UCF5UrKfIq5ap9skGOgm4W7w,,https://instagram.com/pointlessblog,,https://plus.google.com/106049690192786713022,€241 - €3.9K,€2.9K - €46.3K
833,1553038673-4070,https://socialblade.com/youtube/top/5000/mostsubscribed,NexxuzHD,https://socialblade.com/youtube/c/nexxuz.hd,NexxuzHD,706,5195555,1137335518,ES,Entertainment,"Apr 3rd, 2013",B,,https://youtube.com/channel/UCWSuUgXtU4wgg_L7mE0_0lQ,,https://instagram.com/nexxuzofficial/,,https://plus.google.com/113218945964515047874,€1.2K - €19.5K,€14.6K - €233.9K
834,1553038633-4060,https://socialblade.com/youtube/top/5000/mostsubscribed,Piuzinho,https://socialblade.com/youtube/c/piurap,Piuzinho,335,5188871,326999737,BR,Games,"May 13th, 2015",B+,,https://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw,,https://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw,,https://www.facebook.com/ricardo.pkb,€8.2K - €131.6K,€98.7K - €1.6M
835,1553038669-4069,https://socialblade.com/youtube/top/5000/mostsubscribed,Julien Bam,https://socialblade.com/youtube/c/julien,Julien Bam,233,5188664,1122018732,DE,Entertainment,"Feb 17th, 2012",B+,,https://youtube.com/channel/UCTXeJ33DzXI2veQpKfrvaYw,,https://twitter.com/julien_bam,,https://instagram.com/julienbam,€4.2K - €67.5K,€50.6K - €810.4K
836,1553038644-4063,https://socialblade.com/youtube/top/5000/mostsubscribed,Mor Haryanvi,https://socialblade.com/youtube/c/morharyanvi,Mor Haryanvi,334,5187805,1781581369,IN,Music,"Mar 24th, 2015",A,,https://youtube.com/channel/UC_Rh_RLrouZHPf2vUFvaP_g,,https://www.facebook.com/pages/mor-music-company/897956640275574,,https://twitter.com/morharyanvi,€31.7K - €506.5K,€379.9K - €6.1M
837,1553038616-4056,https://socialblade.com/youtube/top/5000/mostsubscribed,Stubborn Facts,https://socialblade.com/youtube/c/stubbornfacts,Stubborn Facts,74,5187236,78419158,IN,Education,"Sep 5th, 2016",B+,,https://youtube.com/channel/UCJZ5gFXzSZ9i-R1HEnS8U_A,,https://www.instagram.com/stubborn_facts/,,https://plus.google.com/u/0/113920430573504819949,€3.5K - €56.5K,€42.3K - €677.5K
838,1553038648-4064,https://socialblade.com/youtube/top/5000/mostsubscribed,Maisa Silva,https://socialblade.com/youtube/c/maisa,Maisa Silva,164,5186197,145471256,BR,Entertainment,"Jul 29th, 2014",B,,https://youtube.com/channel/UCamIJYAJJGmfpT8N1-q6eug,,https://instagram.com/maisa,,https://plus.google.com/109845523143174646601,€1K - €16.3K,€12.2K - €195.7K
839,1553038660-4067,https://socialblade.com/youtube/top/5000/mostsubscribed,Rainbow Learning,https://socialblade.com/youtube/c/rainbowlearning1,Rainbow Learning,933,5184504,2151053335,NZ,Entertainment,"Jun 2nd, 2015",B,,https://youtube.com/channel/UCez6_KPGd1bmixWTDBgHm3Q,,https://twitter.com/rainbowlearn22,,https://plus.google.com/102879536980780086040,€2.1K - €33.6K,€25.2K - €403.3K
840,1553038564-4044,https://socialblade.com/youtube/top/5000/mostsubscribed,Johny FamilyShow,https://socialblade.com/youtube/channel/UCq8KR1lnewd5ZPx9_XKoubg,Johny FamilyShow,212,5181709,1611260041,US,,"Sep 4th, 2017",A,,https://youtube.com/channel/UCq8KR1lnewd5ZPx9_XKoubg,,,,https://youtube.com/channel/UCq8KR1lnewd5ZPx9_XKoubg,€78.4K - €1.3M,€941.2K - €15.1M
841,1553038656-4066,https://socialblade.com/youtube/top/5000/mostsubscribed,iggyazaleamusicVEVO,https://socialblade.com/youtube/c/iggyazaleavevo,iggyazaleamusicVEVO,53,5179200,2700874655,AU,Music,"Feb 25th, 2013",A-,,https://youtube.com/channel/UCcdOEjqjiVAnUtEFZIRTlHg,,https://www.facebook.com/iggyazalea,,https://www.twitter.com/iggyazalea,€10K - €159.6K,€119.7K - €1.9M
842,1553038640-4062,https://socialblade.com/youtube/top/5000/mostsubscribed,TheOfficialLoganPaul,https://socialblade.com/youtube/c/theofficialloganpaum,TheOfficialLoganPaul,41,5176276,532913126,US,Comedy,"Oct 18th, 2013",B,,https://youtube.com/channel/UCbwMZHCMpBiOWfYLBOH-9Qw,,https://www.instagram.com/loganpaul/,,https://plus.google.com/103148379905396201576,€2.7K - €42.5K,€31.9K - €510.4K
843,1553038604-4053,https://socialblade.com/youtube/top/5000/mostsubscribed,MEGA Oficial,https://socialblade.com/youtube/c/megaoficial,MEGA Oficial,20070,5174889,3662464790,CL,Entertainment,"Aug 1st, 2012",A,,https://youtube.com/channel/UCEpId-jtRABuZyX6D2z6FZQ,,https://instagram.com/mega.tv/,,https://plus.google.com/107506898780642343876,€25.4K - €405.8K,€304.4K - €4.9M
844,1553038620-4057,https://socialblade.com/youtube/top/5000/mostsubscribed,Official Sabyan gambus,https://socialblade.com/youtube/c/officialsabyangambus,Official Sabyan gambus,11,5174833,1235617921,ID,Music,"Jan 4th, 2016",B+,,https://youtube.com/channel/UCfMcMOvgflhwW3FQtLosn7Q,,,,https://youtube.com/channel/UCfMcMOvgflhwW3FQtLosn7Q,€10.4K - €166.7K,€125K - €2M
845,1553038624-4058,https://socialblade.com/youtube/top/5000/mostsubscribed,DisneyJuniorUK,https://socialblade.com/youtube/user/disneyjunioruk,DisneyJuniorUK,2147,5174658,6054122416,GB,Entertainment,"Jul 7th, 2010",A,,https://youtube.com/channel/UC7Gf2tZ8coTX2ckTPgn62iQ,,https://www.facebook.com/disneyjunioruk,,https://plus.google.com/106820598927098271865,€23.6K - €377.7K,€283.3K - €4.5M
846,1553038628-4059,https://socialblade.com/youtube/top/5000/mostsubscribed,Zara Larsson,https://socialblade.com/youtube/c/zaralarssonofficial,Zara Larsson,39,5173331,89936021,SE,Music,"Nov 20th, 2012",B,,https://youtube.com/channel/UCjNRJBlxvvS0UXAT2Ack-QQ,,https://instagram.com/zaralarsson,,https://plus.google.com/118402758829121188527,€408 - €6.5K,€4.9K - €78.2K
847,1553038636-4061,https://socialblade.com/youtube/top/5000/mostsubscribed,BritneySpearsVEVO,https://socialblade.com/youtube/user/britneyspearsvevo,BritneySpearsVEVO,99,5172717,4716764139,US,Music,"Oct 15th, 2009",B+,,https://youtube.com/channel/UCZijND2e2tPp2AQL8Go2YSg,,https://instagram.com/britneyspears/,,https://plus.google.com/+britneyspears,€10.1K - €161.6K,€121.2K - €1.9M
848,1553038612-4055,https://socialblade.com/youtube/top/5000/mostsubscribed,MBC THE VOICE KIDS,https://socialblade.com/youtube/c/mbcthevoicekids,MBC THE VOICE KIDS,303,5172138,3211911864,,Entertainment,"Feb 17th, 2015",A-,,https://youtube.com/channel/UC8Q1gJfcRy5HKweJJb35gyQ,,https://www.facebook.com/pages/mbc-the-voice-kids/779185965469350?fref=ts,,https://twitter.com/mbcthevoicekids,€10.4K - €165.9K,€124.4K - €2M
849,1553038608-4054,https://socialblade.com/youtube/top/5000/mostsubscribed,Caue Moura,https://socialblade.com/youtube/c/cauemoura,Caue Moura,523,5165917,541509841,BR,Entertainment,"Mar 19th, 2010",B,,https://youtube.com/channel/UCm2CE2YfpmobBmF8ARLPzAw,,https://www.twitter.com/cauemoura,,https://instagram.com/cauemoura,€695 - €11.1K,€8.3K - €133.4K
850,1553038600-4052,https://socialblade.com/youtube/top/5000/mostsubscribed,MoreAliA,https://socialblade.com/youtube/c/moreali-a,MoreAliA,1412,5160172,975892300,GB,Games,"May 6th, 2013",B,,https://youtube.com/channel/UCyeVfsThIHM_mEZq7YXIQSQ,,https://instagram.com/alia,,https://plus.google.com/102488290478822234298,€781 - €12.5K,€9.4K - €149.9K
851,1553038590-4050,https://socialblade.com/youtube/top/5000/mostsubscribed,Zedd,https://socialblade.com/youtube/user/zeddvideos,Zedd,96,5159611,121013491,US,Music,"Aug 19th, 2010",B,,https://youtube.com/channel/UCPNokRZ9hacjIQ3IQL6HNUQ,,https://twitter.com/zedd,,https://instagram.com/zedd,€1.2K - €18.6K,€14K - €223.2K
852,1553038574-4046,https://socialblade.com/youtube/top/5000/mostsubscribed,Joe Weller,https://socialblade.com/youtube/c/joeweller,Joe Weller,318,5153864,1002971952,GB,Entertainment,"Jun 23rd, 2012",B,,https://youtube.com/channel/UCLk9wddjT0F-HILLRFXodtg,,https://instagram.com/joeweller,,https://plus.google.com/113958755014078376082,€1.4K - €22.1K,€16.6K - €265.4K
853,1553038558-4043,https://socialblade.com/youtube/top/5000/mostsubscribed,?FavijTV™,https://socialblade.com/youtube/c/favij-tv,?FavijTV™,1986,5145366,2831948523,IT,Games,"Dec 8th, 2012",B+,,https://youtube.com/channel/UCSFC5Cio8zaLQDFPxA7y_HQ,,https://instagram.com/favij,,https://plus.google.com/102603021096821781490,€6.9K - €110K,€82.5K - €1.3M
854,1553038550-4041,https://socialblade.com/youtube/top/5000/mostsubscribed,alanzoka,https://socialblade.com/youtube/user/electronicdesirege,alanzoka,2729,5145056,852439252,BR,Games,"Apr 26th, 2011",B+,,https://youtube.com/channel/UCIwspRtKNszHhIhl36gREjQ,,https://twitter.com/alanzoka,,https://instagram.com/alanzoka,€6.2K - €98.5K,€73.9K - €1.2M
855,1553038554-4042,https://socialblade.com/youtube/top/5000/mostsubscribed,Black Eyed Peas,https://socialblade.com/youtube/user/blackeyedpeasvideo,Black Eyed Peas,29,5144196,39260051,US,Music,"Feb 12th, 2007",B-,,https://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g,,,,https://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g,€172 - €2.7K,€2.1K - €33K
856,1553038542-4039,https://socialblade.com/youtube/top/5000/mostsubscribed,Jess No Limit,https://socialblade.com/youtube/c/jessnolimit,Jess No Limit,438,5144036,506523760,ID,Games,"Sep 7th, 2017",B+,,https://youtube.com/channel/UCvh1at6xpV1ytYOAzxmqUsA,,,,https://youtube.com/channel/UCvh1at6xpV1ytYOAzxmqUsA,€6.2K - €99.3K,€74.5K - €1.2M
857,1553038546-4040,https://socialblade.com/youtube/top/5000/mostsubscribed,SirKazzio,https://socialblade.com/youtube/user/sirkazzio,SirKazzio,4101,5139308,971822231,PT,Entertainment,"Apr 7th, 2012",B,,https://youtube.com/channel/UCaMYfhdKrlqqEpkynPvgVQw,,https://instagram.com/kazzio7,,https://plus.google.com/101702712063212438801,€413 - €6.6K,€5K - €79.2K
858,1553038534-4038,https://socialblade.com/youtube/top/5000/mostsubscribed,Come Play With Me,https://socialblade.com/youtube/c/comeplaywithme,Come Play With Me,217,5139177,4790785220,,Entertainment,"Jan 24th, 2014",A,,https://youtube.com/channel/UCQ00zWTLrgRQJUb8MHQg21A,,https://www.facebook.com/comeplaywithmepage/,,https://plus.google.com/106587489203773458022,€40.5K - €648.4K,€486.3K - €7.8M
